date,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,season
"Mar 4, 2021",UTA (27-9),PHO (24-11),LAL (24-13),LAC (24-14),POR (21-14),DEN (21-15),SAS (18-14),DAL (18-16),GSW (19-18),MEM (16-16),NOP (15-21) T11,OKC (15-21) T11,SAC (14-22),HOU (11-23),MIN (7-29),2021
"Mar 10, 2021",UTA (27-9),PHO (24-11),LAL (24-13),LAC (24-14),POR (21-14),DEN (21-15),SAS (18-15),DAL (19-16),MEM (17-16),GSW (19-18),NOP (15-21) T11,OKC (15-21) T11,SAC (14-22),HOU (11-23),MIN (7-29),2021
"Mar 11, 2021",UTA (27-9),PHO (25-11),LAL (24-13),LAC (25-14),DEN (21-15) T5,POR (21-15) T5,SAS (18-15),DAL (19-17),MEM (17-16),GSW (19-19),OKC (16-21),NOP (15-22) T12,SAC (15-22) T12,HOU (11-24),MIN (8-29),2021
"Mar 12, 2021",UTA (28-9),PHO (25-11),LAL (25-13),LAC (25-14),DEN (22-15),POR (21-15),SAS (19-15),DAL (19-17),GSW (19-19) T9,MEM (17-17) T9,OKC (16-21),NOP (16-22),SAC (15-22),HOU (11-25),MIN (8-29),2021
"Mar 13, 2021",UTA (28-9),PHO (25-12),LAL (25-13),LAC (25-14),POR (22-15),DEN (22-16),SAS (19-15),DAL (20-17),GSW (19-19) T9,MEM (17-17) T9,NOP (16-22) T11,OKC (16-22) T11,SAC (15-23),HOU (11-25),MIN (8-30),2021
"Mar 14, 2021",UTA (28-10),PHO (25-12),LAL (25-13),LAC (25-15),DEN (22-16) T5,POR (22-16) T5,SAS (19-16),DAL (20-17),GSW (20-19),MEM (17-18),NOP (17-22) T11,OKC (17-22) T11,SAC (15-23),HOU (11-26),MIN (9-30),2021
"Mar 15, 2021",UTA (28-10),PHO (26-12),LAL (26-13),LAC (26-15),DEN (23-16),POR (22-16),SAS (20-16),DAL (20-18),GSW (20-20),MEM (17-19),NOP (17-22) T11,OKC (17-22) T11,SAC (15-24),HOU (11-26),MIN (9-30),2021
"Mar 16, 2021",UTA (29-10),PHO (26-12),LAL (27-13),LAC (26-15),DEN (23-16) T5,POR (23-16) T5,SAS (20-16),DAL (20-18),GSW (20-20),MEM (17-19),NOP (17-23) T11,OKC (17-23) T11,SAC (15-24),HOU (11-27),MIN (9-31),2021
"Mar 17, 2021",UTA (29-10),PHO (26-12),LAL (27-13),LAC (26-16),DEN (24-16),POR (23-16),SAS (21-16),DAL (21-18),GSW (21-20),MEM (18-19),NOP (17-23) T11,OKC (17-23) T11,SAC (16-24),HOU (11-28),MIN (9-31),2021
"Mar 18, 2021",UTA (29-11),LAL (28-13),PHO (26-13),LAC (26-16),DEN (24-16) T5,POR (24-16) T5,SAS (21-16),DAL (21-18),GSW (21-20),MEM (18-19),NOP (17-24) T11,OKC (17-24) T11,SAC (16-24),HOU (11-28),MIN (10-31),2021
"Mar 19, 2021",UTA (30-11),LAL (28-13),PHO (27-13),LAC (26-16),DEN (25-16) T5,POR (25-16) T5,SAS (22-16),DAL (21-19),GSW (22-20),MEM (18-20),NOP (17-24) T11,OKC (17-24) T11,SAC (17-24) T11,HOU (11-29),MIN (10-32),2021
"Mar 20, 2021",UTA (30-11),PHO (27-13),LAL (28-14),LAC (27-16),DEN (25-16) T5,POR (25-16) T5,SAS (22-17),DAL (21-19),GSW (22-21),MEM (19-20),NOP (17-24) T11,OKC (17-24) T11,SAC (17-25),HOU (11-29),MIN (10-32),2021
"Mar 21, 2021",UTA (30-11),PHO (28-13),LAL (28-15),LAC (27-16),DEN (25-17) T5,POR (25-17) T5,SAS (22-17),DAL (22-19),GSW (22-21),MEM (19-20),NOP (18-24) T11,OKC (18-24) T11,SAC (17-25),HOU (11-30),MIN (10-32),2021
"Mar 22, 2021",UTA (31-11),PHO (28-13),LAL (28-15),LAC (28-16),DEN (25-17) T5,POR (25-17) T5,SAS (22-18),DAL (22-19),GSW (22-21),MEM (20-20),OKC (19-24),NOP (18-24),SAC (18-25),HOU (12-30),MIN (10-33),2021
"Mar 23, 2021",UTA (31-11),PHO (29-13),LAC (28-16) T3,LAL (28-16) T3,DEN (26-17),POR (25-18),SAS (22-18),DAL (22-19),GSW (22-22) T9,MEM (20-20) T9,NOP (19-24) T11,OKC (19-24) T11,SAC (18-25),HOU (12-30),MIN (10-33),2021
"Mar 24, 2021",UTA (32-11),PHO (29-14),LAC (29-16),LAL (28-16),DEN (26-18),POR (25-18),DAL (23-19),SAS (22-19),MEM (21-20),GSW (22-22),NOP (19-24),OKC (19-25) T12,SAC (19-25) T12,HOU (12-31),MIN (10-34),2021
"Mar 25, 2021",UTA (32-11),PHO (29-14),LAC (30-16),LAL (28-17),DEN (26-18) T5,POR (26-18) T5,DAL (23-19),SAS (22-20),MEM (21-20),GSW (22-23),SAC (20-25),NOP (19-24),OKC (19-25),HOU (12-31),MIN (10-34),2021
"Mar 26, 2021",UTA (33-11),PHO (30-14),LAC (30-16),LAL (29-17),DEN (27-18) T5,POR (27-18) T5,DAL (23-20),SAS (22-20),MEM (21-21),GSW (22-24),SAC (20-25),NOP (19-25) T12,OKC (19-25) T12,HOU (12-32),MIN (11-34),2021
"Mar 27, 2021",UTA (34-11),PHO (30-14),LAC (31-16),LAL (29-17),DEN (27-18) T5,POR (27-18) T5,SAS (23-20),DAL (23-21),MEM (21-22),GSW (22-24),SAC (21-25),NOP (20-25),OKC (19-26),HOU (13-32),MIN (11-35),2021
"Mar 28, 2021",UTA (34-11),PHO (31-14),LAC (31-16),LAL (30-17),DEN (28-18) T5,POR (28-18) T5,SAS (23-20),DAL (23-21),MEM (21-22),GSW (22-24),SAC (21-25),NOP (20-25),OKC (19-26),HOU (13-32),MIN (11-35),2021
"Mar 29, 2021",UTA (35-11),PHO (31-14),LAC (32-16),LAL (30-17),DEN (28-18) T5,POR (28-18) T5,DAL (24-21),SAS (23-21),MEM (22-22),GSW (23-24),SAC (22-25),NOP (21-25),OKC (19-27),HOU (13-33),MIN (11-36),2021
"Mar 30, 2021",UTA (35-11),PHO (32-14),LAC (32-17),LAL (30-17),DEN (29-18),POR (28-18),DAL (24-21),SAS (23-21),MEM (22-22),GSW (23-24),SAC (22-25),NOP (21-25),OKC (19-27),HOU (13-33),MIN (11-36),2021
"Mar 31, 2021",UTA (36-11),PHO (33-14),LAC (32-17),LAL (30-18),DEN (29-18) T5,POR (29-18) T5,DAL (25-21),SAS (24-21),GSW (23-24),MEM (22-23),SAC (22-26),NOP (21-25),OKC (20-27),HOU (13-34),MIN (12-36),2021
"Apr 1, 2021",UTA (36-11),PHO (33-14),LAC (32-18),DEN (30-18) T4,LAL (30-18) T4,POR (29-18),DAL (25-21),SAS (24-22),MEM (22-23),GSW (23-25),SAC (22-26),NOP (21-26),OKC (20-27),HOU (13-34),MIN (12-36),2021
"Apr 2, 2021",UTA (37-11),PHO (34-14),LAC (32-18),LAL (31-18),DEN (30-18),POR (29-19),DAL (26-21),SAS (24-22),MEM (23-23),GSW (23-26),SAC (22-27),NOP (21-27),OKC (20-28),HOU (13-35),MIN (12-37),2021
"Apr 3, 2021",UTA (38-11),PHO (34-14),LAC (32-18),LAL (31-18),DEN (30-18),POR (30-19),DAL (27-21),SAS (24-23),MEM (23-23),GSW (23-26),SAC (22-28),NOP (21-27),OKC (20-29),HOU (13-35),MIN (12-38),2021
"Apr 4, 2021",UTA (38-11),PHO (34-14),LAC (33-18),DEN (31-18),LAL (31-19),POR (30-19),DAL (27-21),MEM (24-23) T8,SAS (24-23) T8,GSW (23-27),NOP (22-27),SAC (22-28),OKC (20-29),HOU (13-36),MIN (12-38),2021
"Apr 5, 2021",UTA (38-12),PHO (35-14),LAC (33-18),DEN (31-18),LAL (31-19),POR (30-19),DAL (28-21),MEM (24-23),SAS (24-24),GSW (23-27),NOP (22-27),SAC (22-29),OKC (20-30),HOU (13-37),MIN (13-38),2021
"Apr 6, 2021",UTA (38-12),PHO (35-14),LAC (34-18),DEN (32-18),LAL (32-19),POR (30-20),DAL (28-21),MEM (25-23),SAS (24-24),GSW (24-27),NOP (22-28),SAC (22-29),OKC (20-30),HOU (13-37),MIN (13-38),2021
"Apr 7, 2021",UTA (38-13),PHO (36-14),LAC (34-18),DEN (33-18),LAL (32-19),POR (30-20),DAL (28-22),MEM (26-23),SAS (24-25),GSW (24-27),NOP (22-29) T11,SAC (22-29) T11,OKC (20-31),HOU (14-37),MIN (13-39),2021
"Apr 8, 2021",UTA (39-13),PHO (36-15),LAC (35-18),DEN (33-18),LAL (32-20),POR (30-21),DAL (29-22),MEM (26-23),SAS (24-25),GSW (24-27),NOP (22-29),SAC (22-30),OKC (20-32),HOU (14-37),MIN (13-39),2021
"Apr 9, 2021",UTA (39-13),PHO (36-15),LAC (36-18),DEN (34-18),LAL (32-20),POR (30-21),DAL (29-22),MEM (26-24),SAS (24-26),GSW (24-28),NOP (23-29),SAC (22-30),OKC (20-32),HOU (14-38),MIN (13-40),2021
"Apr 10, 2021",UTA (40-13),PHO (37-15),LAC (36-18),DEN (34-18),LAL (33-20),POR (31-21),DAL (29-22),MEM (26-24),SAS (24-26),GSW (25-28),NOP (23-29),SAC (22-31),OKC (20-33),HOU (14-39),MIN (13-40),2021
"Apr 11, 2021",UTA (40-13),PHO (37-15),LAC (37-18),DEN (34-19),LAL (33-20),POR (31-22),DAL (29-23),MEM (26-25),SAS (25-26),GSW (25-28),NOP (24-29),SAC (22-31),OKC (20-33),HOU (14-39),MIN (14-40),2021
"Apr 12, 2021",UTA (40-14),PHO (38-15),LAC (37-18),DEN (34-20),LAL (33-21),POR (31-22),DAL (29-24),MEM (27-25),SAS (26-26),GSW (26-28),NOP (25-29),SAC (22-32),OKC (20-33),HOU (14-40) T14,MIN (14-40) T14,2021
"Apr 13, 2021",UTA (41-14),PHO (39-15),LAC (38-18),DEN (34-20),LAL (34-21),POR (31-23),DAL (29-24),MEM (27-25),SAS (26-26),GSW (26-28),NOP (25-29),SAC (22-32),OKC (20-34),HOU (14-40),MIN (14-41),2021
"Apr 14, 2021",UTA (41-14),PHO (39-15),LAC (39-18),DEN (35-20),LAL (34-21),POR (31-23),DAL (30-24),MEM (27-26),GSW (27-28),SAS (26-27),NOP (25-30),SAC (22-33),OKC (20-35),HOU (14-41),MIN (14-42),2021
"Apr 15, 2021",UTA (41-14),PHO (40-15),LAC (39-18),DEN (35-20),LAL (34-22),POR (31-23),DAL (30-24),MEM (27-26),GSW (28-28),SAS (26-27),NOP (25-30),SAC (22-34),OKC (20-35),HOU (14-41),MIN (14-42),2021
"Apr 16, 2021",UTA (42-14),PHO (40-15),LAC (39-19),DEN (36-20),LAL (34-22),POR (32-23),DAL (30-25),MEM (28-26),GSW (28-28),SAS (26-28),NOP (25-31),SAC (22-34),OKC (20-36),MIN (15-42),HOU (14-42),2021
"Apr 17, 2021",UTA (42-15),PHO (40-16),LAC (39-19),DEN (36-20),LAL (35-22),POR (32-23),DAL (30-25),MEM (29-26),GSW (28-29),SAS (27-28),NOP (25-31),SAC (22-34),OKC (20-36),MIN (15-42),HOU (14-42),2021
"Apr 18, 2021",UTA (42-15),PHO (40-16),LAC (40-19),DEN (36-20),LAL (35-22),POR (32-24),DAL (30-26),MEM (29-26),GSW (28-29),SAS (27-28),NOP (25-32),SAC (23-34),OKC (20-37),HOU (15-42),MIN (15-43),2021
"Apr 19, 2021",UTA (43-15),PHO (41-16),LAC (40-19),DEN (37-20),LAL (35-23),POR (32-24),DAL (30-26),MEM (29-27),GSW (29-29) T9,SAS (28-28) T9,NOP (25-32),SAC (23-34),OKC (20-38),HOU (15-43) T14,MIN (15-43) T14,2021
"Apr 20, 2021",UTA (43-15),PHO (41-16),LAC (41-19),DEN (37-20),LAL (35-23),POR (32-25),DAL (30-26),MEM (29-27),GSW (29-29) T9,SAS (28-28) T9,NOP (25-33),SAC (23-35),OKC (20-38),MIN (16-43),HOU (15-43),2021
"Apr 21, 2021",UTA (44-15),PHO (42-16),LAC (42-19),DEN (38-20),LAL (35-23),POR (32-26),DAL (31-26),MEM (29-28),GSW (29-30),SAS (28-29),NOP (25-33),SAC (24-35),OKC (20-39),MIN (16-44),HOU (15-44),2021
"Apr 22, 2021",UTA (44-15),PHO (42-17),LAC (42-19),DEN (38-20),LAL (35-24),DAL (32-26) T6,POR (32-26) T6,MEM (29-28),SAS (29-29),GSW (29-30),NOP (26-33),SAC (24-35),OKC (20-39),MIN (16-44),HOU (15-44),2021
"Apr 23, 2021",UTA (44-15),PHO (42-17),LAC (43-19),DEN (38-21),LAL (35-24),DAL (32-26),POR (32-27),MEM (30-28),GSW (30-30) T9,SAS (29-29) T9,NOP (26-33),SAC (24-35),OKC (20-40),MIN (16-44),HOU (15-45),2021
"Apr 24, 2021",UTA (44-16),PHO (42-17),LAC (43-19),DEN (39-21),LAL (35-25),DAL (33-26),POR (32-27),MEM (30-28),SAS (30-29),GSW (30-30),NOP (26-34),SAC (24-35),OKC (20-40),MIN (17-44),HOU (15-46),2021
"Apr 25, 2021",UTA (44-16),PHO (42-18),LAC (43-19),DEN (39-21),LAL (35-25),DAL (33-26),POR (32-28),MEM (31-28),SAS (30-29),GSW (31-30),NOP (26-34),SAC (24-36),OKC (20-40),MIN (17-44),HOU (15-46),2021
"Apr 26, 2021",UTA (44-17),PHO (43-18),LAC (43-20),DEN (40-21),LAL (36-25),DAL (33-27),POR (32-28),MEM (31-29) T8,SAS (31-29) T8,GSW (31-30),NOP (27-34),SAC (25-36),OKC (20-41),MIN (18-44),HOU (15-46),2021
"Apr 27, 2021",UTA (44-17),PHO (43-18),LAC (43-20),DEN (40-21),LAL (36-25),DAL (34-27),POR (33-28),MEM (31-29) T8,SAS (31-29) T8,GSW (31-31),NOP (27-34),SAC (25-36),OKC (21-41),MIN (19-44),HOU (15-47),2021
"Apr 28, 2021",UTA (45-17),PHO (44-18),LAC (43-21),DEN (41-21),LAL (36-26),DAL (34-27),POR (34-28),MEM (31-30) T8,SAS (31-30) T8,GSW (31-31),NOP (27-35),SAC (25-37),OKC (21-41),MIN (19-44),HOU (15-47),2021
"Apr 29, 2021",UTA (45-17),PHO (44-18),LAC (43-21),DEN (42-21),LAL (36-26),DAL (35-27),POR (34-28),MEM (31-30) T8,SAS (31-30) T8,GSW (31-32),NOP (28-35),SAC (25-37),OKC (21-42),MIN (20-44),HOU (16-47),2021
"Apr 30, 2021",PHO (45-18) T1,UTA (45-18) T1,LAC (43-21),DEN (42-21),LAL (36-27),DAL (35-27),POR (35-28),MEM (32-30),SAS (31-31),GSW (31-32),NOP (28-35),SAC (26-37),OKC (21-42),MIN (20-44),HOU (16-47),2021
"May 1, 2021",UTA (46-18),PHO (45-18),DEN (43-21),LAC (43-22),DAL (36-27) T5,LAL (36-27) T5,POR (35-28),MEM (32-31),GSW (32-32) T9,SAS (31-31) T9,NOP (29-35),SAC (26-37),OKC (21-43),MIN (20-45),HOU (16-48),2021
"May 2, 2021",PHO (46-18) T1,UTA (46-18) T1,DEN (43-21),LAC (43-22),DAL (36-28) T5,LAL (36-28) T5,POR (36-28) T5,MEM (32-31),GSW (32-32),SAS (31-32),NOP (29-35),SAC (27-37),OKC (21-44),MIN (20-45),HOU (16-49),2021
"May 3, 2021",UTA (47-18),PHO (46-18),DEN (43-22) T3,LAC (43-22) T3,LAL (37-28),DAL (36-28),POR (36-29),GSW (33-32),MEM (32-32),SAS (31-33),NOP (29-36),SAC (27-37),OKC (21-44),MIN (20-45),HOU (16-49),2021
"May 4, 2021",PHO (47-18) T1,UTA (47-18) T1,LAC (44-22),DEN (43-22),DAL (37-28) T5,LAL (37-28) T5,POR (36-29),GSW (33-33) T8,MEM (32-32) T8,SAS (31-33),NOP (30-36),SAC (28-37),OKC (21-45),MIN (20-45),HOU (16-49),2021
"May 5, 2021",UTA (48-18),PHO (47-19),DEN (44-22) T3,LAC (44-22) T3,DAL (37-28) T5,LAL (37-28) T5,POR (37-29),MEM (33-32),GSW (33-33),SAS (31-34),NOP (30-36),SAC (29-37),OKC (21-45),MIN (20-46),HOU (16-50),2021
"May 6, 2021",UTA (48-18),PHO (47-19),LAC (45-22),DEN (44-22),DAL (38-28),LAL (37-29) T6,POR (37-29) T6,GSW (34-33),MEM (33-33),SAS (31-34),NOP (30-36),SAC (29-37),OKC (21-46),MIN (20-46),HOU (16-50),2021
"May 7, 2021",UTA (49-18),PHO (48-19),LAC (45-22),DEN (44-23),DAL (39-28),POR (38-29),LAL (37-30),GSW (34-33),MEM (33-33),SAS (32-34),NOP (30-37),SAC (29-38),OKC (21-46),MIN (20-47),HOU (16-51),2021
"May 8, 2021",UTA (50-18),PHO (48-19),LAC (45-22),DEN (44-24),DAL (39-28),POR (39-29),LAL (37-30),GSW (35-33),MEM (34-33),SAS (32-35),NOP (30-37),SAC (29-38),OKC (21-47),MIN (20-47),HOU (16-52),2021
"May 9, 2021",UTA (50-18),PHO (48-20),LAC (45-23),DEN (44-24),DAL (40-28),POR (39-29),LAL (38-30),GSW (35-33),MEM (34-33),SAS (32-35),NOP (31-37),SAC (30-38),MIN (21-47),OKC (21-48),HOU (16-52),2021
"May 10, 2021",UTA (50-19),PHO (48-20),LAC (45-23),DEN (44-24),DAL (40-28),POR (40-29),LAL (38-30),GSW (36-33),MEM (35-33),SAS (33-35),NOP (31-38),SAC (30-38),MIN (21-47),OKC (21-48),HOU (16-53),2021
"May 11, 2021",UTA (50-19),PHO (48-21),LAC (46-23),DEN (45-24),DAL (40-29) T5,POR (40-29) T5,LAL (39-30),GSW (37-33),MEM (36-33),SAS (33-35),NOP (31-38) T11,SAC (31-38) T11,MIN (22-47),OKC (21-49),HOU (16-53),2021
"May 12, 2021",UTA (50-20),PHO (48-21),LAC (46-23),DEN (45-24),DAL (41-29) T5,POR (41-29) T5,LAL (40-30),GSW (37-33),MEM (36-33),SAS (33-36),SAC (31-38),NOP (31-39),MIN (22-47),OKC (21-49),HOU (16-54),2021
"May 13, 2021",UTA (50-20),PHO (49-21),LAC (47-23),DEN (46-24),DAL (41-29),POR (41-30),LAL (40-30),GSW (37-33) T8,MEM (37-33) T8,SAS (33-37),NOP (31-39) T11,SAC (31-39) T11,MIN (22-48),OKC (21-49),HOU (16-54),2021
"May 14, 2021",UTA (51-20),PHO (49-21),DEN (47-24) T3,LAC (47-24) T3,DAL (42-29),POR (41-30),LAL (40-30),GSW (38-33) T8,MEM (38-33) T8,SAS (33-37),NOP (31-40) T11,SAC (31-40) T11,MIN (22-48),OKC (21-50),HOU (17-54),2021
"May 15, 2021",UTA (51-20),PHO (50-21),DEN (47-24) T3,LAC (47-24) T3,DAL (42-29),LAL (41-30) T6,POR (41-30) T6,GSW (38-33) T8,MEM (38-33) T8,SAS (33-38),NOP (31-40) T11,SAC (31-40) T11,MIN (22-49),OKC (21-50),HOU (17-54),2021
"May 16, 2021",UTA (52-20),PHO (51-21),DEN (47-25) T3,LAC (47-25) T3,DAL (42-30) T5,LAL (42-30) T5,POR (42-30) T5,GSW (39-33),MEM (38-34),SAS (33-39),NOP (31-41) T11,SAC (31-41) T11,MIN (23-49),OKC (22-50),HOU (17-55),2021
"Oct 21, 2021",GSW (2-0) T1,DEN (1-0) T1,MEM (1-0) T1,MIN (1-0) T1,SAC (1-0) T1,SAS (1-0) T1,UTA (1-0) T1,DAL (0-1) T8,HOU (0-1) T8,LAC (0-1) T8,LAL (0-1) T8,NOP (0-1) T8,OKC (0-1) T8,PHO (0-1) T8,POR (0-1) T8,2022
"Oct 22, 2021",DEN (2-0) T1,GSW (2-0) T1,UTA (2-0) T1,MEM (1-0) T1,MIN (1-0) T1,HOU (1-1) T6,PHO (1-1) T6,SAC (1-1) T6,SAS (1-1) T6,DAL (0-1) T10,LAC (0-1) T10,LAL (0-2) T10,NOP (0-2) T10,OKC (0-2) T10,POR (0-1) T10,2022
"Oct 23, 2021",DEN (2-0) T1,GSW (2-0) T1,MEM (2-0) T1,MIN (2-0) T1,UTA (2-0) T1,DAL (1-1) T6,HOU (1-1) T6,POR (1-1) T6,SAC (1-1) T6,PHO (1-2) T10,SAS (1-2) T10,LAC (0-2) T12,LAL (0-2) T12,NOP (0-3) T12,OKC (0-2) T12,2022
"Oct 24, 2021",GSW (3-0) T1,DEN (2-0) T1,MIN (2-0) T1,UTA (2-0) T1,MEM (2-1),DAL (1-1) T6,POR (1-1) T6,HOU (1-2) T8,LAL (1-2) T8,PHO (1-2) T8,SAC (1-2) T8,SAS (1-2) T8,LAC (0-2) T13,NOP (0-3) T13,OKC (0-3) T13,2022
"Oct 25, 2021",GSW (3-0) T1,UTA (2-0) T1,DEN (2-1) T3,MEM (2-1) T3,MIN (2-1) T3,DAL (1-1),HOU (1-2) T7,LAC (1-2) T7,LAL (1-2) T7,PHO (1-2) T7,POR (1-2) T7,SAC (1-2) T7,SAS (1-2) T7,NOP (1-3),OKC (0-3),2022
"Oct 26, 2021",GSW (4-0) T1,UTA (3-0) T1,DAL (2-1) T3,MEM (2-1) T3,MIN (2-1) T3,DEN (2-2) T6,LAL (2-2) T6,LAC (1-2) T8,PHO (1-2) T8,POR (1-2) T8,SAC (1-2) T8,HOU (1-3) T12,NOP (1-3) T12,SAS (1-3) T12,OKC (0-4),2022
"Oct 27, 2021",GSW (4-0) T1,UTA (3-0) T1,MIN (3-1),DAL (2-1),DEN (2-2) T5,MEM (2-2) T5,POR (2-2) T5,SAC (2-2) T5,LAL (2-3),HOU (1-3) T10,LAC (1-3) T10,PHO (1-3) T10,SAS (1-3) T10,NOP (1-4) T14,OKC (1-4) T14,2022
"Oct 28, 2021",UTA (4-0),GSW (4-1),DAL (3-1) T3,MIN (3-1) T3,MEM (3-2),DEN (2-2) T6,POR (2-2) T6,SAC (2-2) T6,LAL (2-3),LAC (1-3) T10,PHO (1-3) T10,HOU (1-4) T12,NOP (1-4) T12,OKC (1-4) T12,SAS (1-4) T12,2022
"Oct 29, 2021",UTA (4-0),GSW (4-1),MIN (3-1),DAL (3-2) T4,DEN (3-2) T4,MEM (3-2) T4,POR (3-2) T4,SAC (3-2) T4,LAL (3-3),PHO (1-3),HOU (1-4) T11,LAC (1-4) T11,OKC (1-4) T11,SAS (1-4) T11,NOP (1-5),2022
"Oct 30, 2021",GSW (5-1),UTA (4-1),DEN (4-2),DAL (3-2) T4,MIN (3-2) T4,POR (3-2) T4,SAC (3-2) T4,LAL (3-3) T8,MEM (3-3) T8,PHO (2-3),SAS (2-4),HOU (1-4) T12,LAC (1-4) T12,OKC (1-5),NOP (1-6),2022
"Oct 31, 2021",GSW (5-1) T1,UTA (5-1) T1,DAL (4-2) T3,DEN (4-2) T3,MIN (3-2),LAL (4-3),MEM (3-3) T7,POR (3-3) T7,SAC (3-3) T7,PHO (2-3),SAS (2-4),LAC (1-4),HOU (1-5) T13,OKC (1-5) T13,NOP (1-6),2022
"Nov 1, 2021",GSW (5-1) T1,UTA (5-1) T1,DAL (4-2),DEN (4-3) T4,LAL (4-3) T4,MEM (4-3) T4,MIN (3-3) T7,SAC (3-3) T7,POR (3-4),PHO (2-3),LAC (2-4),SAS (2-5),HOU (1-5),NOP (1-6) T14,OKC (1-6) T14,2022
"Nov 2, 2021",UTA (6-1),GSW (5-1),LAL (5-3),DAL (4-3) T4,DEN (4-3) T4,MEM (4-3) T4,MIN (3-3) T7,PHO (3-3) T7,POR (3-4) T9,SAC (3-4) T9,LAC (2-4),SAS (2-5),HOU (1-6) T13,OKC (1-6) T13,NOP (1-7),2022
"Nov 3, 2021",GSW (6-1) T1,UTA (6-1) T1,DAL (5-3) T3,LAL (5-3) T3,MEM (5-3) T3,DEN (4-4) T6,SAC (4-4) T6,PHO (3-3) T6,LAC (3-4) T9,MIN (3-4) T9,POR (3-5),SAS (2-6),HOU (1-6) T13,OKC (1-6) T13,NOP (1-8),2022
"Nov 4, 2021",UTA (7-1),GSW (6-1),DAL (5-3) T3,MEM (5-3) T3,PHO (4-3),LAL (5-4),DEN (4-4) T7,SAC (4-4) T7,LAC (3-4) T9,MIN (3-4) T9,POR (3-5),OKC (2-6) T12,SAS (2-6) T12,HOU (1-7),NOP (1-8),2022
"Nov 5, 2021",GSW (7-1) T1,UTA (7-1) T1,DAL (5-3),PHO (4-3),LAL (5-4) T5,MEM (5-4) T5,SAC (5-4) T5,DEN (4-4) T8,LAC (4-4) T8,POR (4-5),MIN (3-5),SAS (3-6),OKC (2-6),HOU (1-7),NOP (1-9),2022
"Nov 6, 2021",GSW (7-1),UTA (7-2),DAL (6-3),PHO (5-3),DEN (5-4) T5,MEM (5-4) T5,SAC (5-4) T5,LAL (5-5) T8,POR (5-5) T8,LAC (4-4) T8,MIN (3-5),SAS (3-6),OKC (2-6),HOU (1-8),NOP (1-9),2022
"Nov 7, 2021",GSW (8-1),UTA (7-3),DAL (6-3),PHO (5-3),DEN (5-4) T5,LAC (5-4) T5,MEM (5-4) T5,LAL (5-5) T8,POR (5-5) T8,SAC (5-5) T8,MIN (3-5),OKC (3-6),SAS (3-7),HOU (1-9) T14,NOP (1-9) T14,2022
"Nov 8, 2021",GSW (9-1),DAL (7-3) T2,UTA (7-3) T2,PHO (6-3),DEN (6-4) T5,MEM (6-4) T5,LAC (5-4),LAL (6-5),POR (5-5),SAC (5-6),MIN (3-6) T11,OKC (3-6) T11,SAS (3-7),HOU (1-9),NOP (1-10),2022
"Nov 9, 2021",GSW (9-1),UTA (8-3),DAL (7-3),PHO (6-3),DEN (6-4) T5,LAC (6-4) T5,MEM (6-4) T5,LAL (6-5),POR (5-6) T9,SAC (5-6) T9,MIN (3-6) T11,OKC (3-6) T11,SAS (3-7),HOU (1-9),NOP (1-10),2022
"Nov 10, 2021",GSW (10-1),UTA (8-3),PHO (7-3),DAL (7-4) T4,DEN (7-4) T4,LAC (6-4),LAL (7-5),MEM (6-5),POR (5-7) T9,SAC (5-7) T9,OKC (4-6),SAS (4-7),MIN (3-7),HOU (1-10),NOP (1-11),2022
"Nov 11, 2021",GSW (10-1),PHO (7-3),UTA (8-4),DAL (7-4) T4,DEN (7-4) T4,LAC (7-4) T4,LAL (7-5),MEM (6-5),POR (5-7) T9,SAC (5-7) T9,OKC (4-6),SAS (4-7),MIN (3-7),HOU (1-10),NOP (1-11),2022
"Nov 12, 2021",GSW (11-1),PHO (8-3),DAL (8-4) T3,DEN (8-4) T3,UTA (8-4) T3,LAC (7-4),LAL (7-6),MEM (6-6),POR (6-7),OKC (5-6),SAC (5-8),MIN (4-7),SAS (4-8),HOU (1-11),NOP (1-12),2022
"Nov 13, 2021",GSW (11-1),PHO (8-3),DAL (8-4) T3,DEN (8-4) T3,LAC (8-4) T3,UTA (8-5),LAL (7-6),MEM (6-7) T8,POR (6-7) T8,OKC (5-6),SAC (5-8),MIN (4-8) T12,SAS (4-8) T12,NOP (2-12),HOU (1-11),2022
"Nov 14, 2021",GSW (11-2),PHO (9-3),DEN (9-4),DAL (8-4),LAC (8-5) T5,UTA (8-5) T5,LAL (8-6),MEM (6-7),POR (6-8),OKC (5-7),SAC (5-8),MIN (4-8),SAS (4-9),NOP (2-12),HOU (1-12),2022
"Nov 15, 2021",GSW (11-2),PHO (10-3),DAL (9-4),DEN (9-5),LAC (8-5) T5,UTA (8-5) T5,LAL (8-7),MEM (7-7),POR (7-8),SAC (6-8),OKC (5-8),MIN (4-9) T12,SAS (4-9) T12,NOP (2-13),HOU (1-13),2022
"Nov 16, 2021",GSW (12-2),PHO (10-3),DAL (9-4),DEN (9-5) T4,LAC (9-5) T4,UTA (9-5) T4,LAL (8-7),MEM (7-7),POR (7-8),SAC (6-8),OKC (5-8),MIN (4-9),SAS (4-10),NOP (2-13),HOU (1-13),2022
